10000055	Abingdon and Witney College 	Q01 	92%
10003928	Lincoln College 	Q21 	75%
10003928	Lincoln College 	Q22 	83%
10003928	Lincoln College 	Q24 	67%
10003945	Liverpool Institute for Performing Arts 	Q01 	80%
10003945	Liverpool Institute for Performing Arts 	Q02 	78%
10003945	Liverpool Institute for Performing Arts 	Q03 	86%
10003945	Liverpool Institute for Performing Arts 	Q04 	70%
10003945	Liverpool Institute for Performing Arts 	Q05 	72%
10003945	Liverpool Institute for Performing Arts 	Q06 	61%
10003945	Liverpool Institute for Performing Arts 	Q07 	50%
10003945	Liverpool Institute for Performing Arts 	Q08 	70%
10003945	Liverpool Institute for Performing Arts 	Q09 	61%
10003945	Liverpool Institute for Performing Arts 	Q10 	79%
10003945	Liverpool Institute for Performing Arts 	Q11 	88%
10003945	Liverpool Institute for Performing Arts 	Q12 	79%
10003945	Liverpool Institute for Performing Arts 	Q13 	71%
10003945	Liverpool Institute for Performing Arts 	Q14 	62%
10003945	Liverpool Institute for Performing Arts 	Q15 	53%
10003945	Liverpool Institute for Performing Arts 	Q16 	84%
10003945	Liverpool Institute for Performing Arts 	Q17 	94%
10003945	Liverpool Institute for Performing Arts 	Q18 	76%
10003945	Liverpool Institute for Performing Arts 	Q19 	79%
10003945	Liverpool Institute for Performing Arts 	Q20 	83%
10003945	Liverpool Institute for Performing Arts 	Q21 	77%
10003945	Liverpool Institute for Performing Arts 	Q22 	72%
10003945	Liverpool Institute for Performing Arts 	Q24 	45%
10003955	Liverpool Community College 	Q01 	93%
10003955	Liverpool Community College 	Q02 	91%
10003955	Liverpool Community College 	Q03 	92%
10003955	Liverpool Community College 	Q04 	86%
10003955	Liverpool Community College 	Q05 	88%
10003955	Liverpool Community College 	Q06 	87%
10003955	Liverpool Community College 	Q07 	80%
10003955	Liverpool Community College 	Q08 	88%
10003955	Liverpool Community College 	Q09 	78%
10003955	Liverpool Community College 	Q10 	88%
10003955	Liverpool Community College 	Q11 	91%
10003955	Liverpool Community College 	Q12 	94%
10003955	Liverpool Community College 	Q13 	89%
10003955	Liverpool Community College 	Q14 	89%
10003955	Liverpool Community College 	Q15 	80%
10003955	Liverpool Community College 	Q16 	68%
10003955	Liverpool Community College 	Q17 	76%
10003955	Liverpool Community College 	Q18 	69%
10003955	Liverpool Community College 	Q19 	87%
10003955	Liverpool Community College 	Q20 	89%
10003955	Liverpool Community College 	Q21 	90%
10003955	Liverpool Community College 	Q22 	89%
10003955	Liverpool Community College 	Q24 	59%
10003956	Liverpool Hope University 	Q01 	88%
10003956	Liverpool Hope University 	Q02 	81%
10003956	Liverpool Hope University 	Q03 	90%
10003956	Liverpool Hope University 	Q04 	81%
10003956	Liverpool Hope University 	Q05 	82%
10003956	Liverpool Hope University 	Q06 	78%
10003956	Liverpool Hope University 	Q07 	71%
10003956	Liverpool Hope University 	Q08 	74%
10003956	Liverpool Hope University 	Q09 	69%
10003956	Liverpool Hope University 	Q10 	79%
10003956	Liverpool Hope University 	Q11 	83%
10003956	Liverpool Hope University 	Q12 	71%
10003956	Liverpool Hope University 	Q13 	74%
10003956	Liverpool Hope University 	Q14 	65%
10003956	Liverpool Hope University 	Q15 	67%
10003956	Liverpool Hope University 	Q16 	81%
10003956	Liverpool Hope University 	Q17 	83%
10003956	Liverpool Hope University 	Q18 	77%
10003956	Liverpool Hope University 	Q19 	80%
10003956	Liverpool Hope University 	Q20 	84%
10003956	Liverpool Hope University 	Q21 	80%
10003956	Liverpool Hope University 	Q22 	82%
10003956	Liverpool Hope University 	Q24 	53%
10003957	Liverpool John Moores University 	Q01 	89%
10003957	Liverpool John Moores University 	Q02 	80%
10003957	Liverpool John Moores University 	Q03 	87%
10003957	Liverpool John Moores University 	Q04 	82%
10003957	Liverpool John Moores University 	Q05 	79%
10003957	Liverpool John Moores University 	Q06 	76%
10003957	Liverpool John Moores University 	Q07 	75%
10003957	Liverpool John Moores University 	Q08 	73%
10003957	Liverpool John Moores University 	Q09 	65%
10003957	Liverpool John Moores University 	Q10 	80%
10003957	Liverpool John Moores University 	Q11 	85%
10003957	Liverpool John Moores University 	Q12 	77%
10003957	Liverpool John Moores University 	Q13 	81%
10003957	Liverpool John Moores University 	Q14 	78%
10003957	Liverpool John Moores University 	Q15 	74%
10003957	Liverpool John Moores University 	Q16 	90%
10003957	Liverpool John Moores University 	Q17 	89%
10003957	Liverpool John Moores University 	Q18 	83%
10003957	Liverpool John Moores University 	Q19 	81%
10003957	Liverpool John Moores University 	Q20 	83%
10003957	Liverpool John Moores University 	Q21 	81%
10003957	Liverpool John Moores University 	Q22 	84%
10003957	Liverpool John Moores University 	Q24 	59%
10003957	Liverpool John Moores University 	NHS1 	69%
10003957	Liverpool John Moores University 	NHS2 	86%
10003957	Liverpool John Moores University 	NHS3 	78%
10003957	Liverpool John Moores University 	NHS4 	86%
10003957	Liverpool John Moores University 	NHS5 	84%
10003957	Liverpool John Moores University 	NHS6 	80%
10004048	London Metropolitan University 	Q01 	82%
10004048	London Metropolitan University 	Q02 	75%
10004048	London Metropolitan University 	Q03 	77%
10004048	London Metropolitan University 	Q04 	77%
10004048	London Metropolitan University 	Q05 	72%
10004048	London Metropolitan University 	Q06 	71%
10004048	London Metropolitan University 	Q07 	60%
10004048	London Metropolitan University 	Q08 	65%
10004048	London Metropolitan University 	Q09 	63%
10004048	London Metropolitan University 	Q10 	68%
10004048	London Metropolitan University 	Q11 	75%
10004048	London Metropolitan University 	Q12 	66%
10004048	London Metropolitan University 	Q13 	74%
10004048	London Metropolitan University 	Q14 	61%
10004048	London Metropolitan University 	Q15 	57%
10004048	London Metropolitan University 	Q16 	82%
10004048	London Metropolitan University 	Q17 	86%
10004048	London Metropolitan University 	Q18 	73%
10004048	London Metropolitan University 	Q19 	76%
10004048	London Metropolitan University 	Q20 	80%
10004048	London Metropolitan University 	Q21 	75%
10004048	London Metropolitan University 	Q22 	72%
10004048	London Metropolitan University 	Q24 	52%
10004048	London Metropolitan University 	NHS1 	91%
10004048	London Metropolitan University 	NHS2 	83%
10004048	London Metropolitan University 	NHS3 	85%
10004048	London Metropolitan University 	NHS4 	86%
10004048	London Metropolitan University 	NHS5 	70%
10004048	London Metropolitan University 	NHS6 	77%
10004063	London School of Economics and Political Science 	Q01 	86%
10004063	London School of Economics and Political Science 	Q02 	81%
10004063	London School of Economics and Political Science 	Q03 	82%
10004063	London School of Economics and Political Science 	Q04 	89%
10004063	London School of Economics and Political Science 	Q05 	71%
10004063	London School of Economics and Political Science 	Q06 	83%
10004063	London School of Economics and Political Science 	Q07 	72%
10004063	London School of Economics and Political Science 	Q08 	65%
10004063	London School of Economics and Political Science 	Q09 	64%
10004063	London School of Economics and Political Science 	Q10 	70%
10004063	London School of Economics and Political Science 	Q11 	87%
10004063	London School of Economics and Political Science 	Q12 	70%
10004063	London School of Economics and Political Science 	Q13 	84%
10004063	London School of Economics and Political Science 	Q14 	89%
10004063	London School of Economics and Political Science 	Q15 	91%
10004063	London School of Economics and Political Science 	Q16 	89%
10004063	London School of Economics and Political Science 	Q17 	85%
10004063	London School of Economics and Political Science 	Q18 	76%
10004063	London School of Economics and Political Science 	Q19 	74%
10004063	London School of Economics and Political Science 	Q20 	74%
10004063	London School of Economics and Political Science 	Q21 	79%
10004063	London School of Economics and Political Science 	Q22 	88%
10004063	London School of Economics and Political Science 	Q24 	56%
10004078	London South Bank University 	Q01 	87%
10004078	London South Bank University 	Q02 	79%
10004078	London South Bank University 	Q03 	82%
10004078	London South Bank University 	Q04 	82%
10004078	London South Bank University 	Q05 	75%
10004078	London South Bank University 	Q06 	72%
10004078	London South Bank University 	Q07 	60%
10004078	London South Bank University 	Q08 	66%
10004078	London South Bank University 	Q09 	61%
10004078	London South Bank University 	Q10 	73%
10004078	London South Bank University 	Q11 	78%
10004078	London South Bank University 	Q12 	69%
10004078	London South Bank University 	Q13 	74%
10004078	London South Bank University 	Q14 	69%
10004078	London South Bank University 	Q15 	68%
10004078	London South Bank University 	Q16 	79%
10004078	London South Bank University 	Q17 	85%
10004078	London South Bank University 	Q18 	74%
10004078	London South Bank University 	Q19 	80%
10004078	London South Bank University 	Q20 	84%
10004078	London South Bank University 	Q21 	81%
10004078	London South Bank University 	Q22 	82%
10004078	London South Bank University 	Q24 	54%
10004078	London South Bank University 	NHS1 	76%
10004078	London South Bank University 	NHS2 	91%
10004078	London South Bank University 	NHS3 	79%
10004078	London South Bank University 	NHS4 	87%
10004078	London South Bank University 	NHS5 	88%
10004078	London South Bank University 	NHS6 	83%
10004112	Loughborough College 	Q01 	83%
10004112	Loughborough College 	Q02 	73%
10004112	Loughborough College 	Q03 	80%
10004112	Loughborough College 	Q04 	73%
10004112	Loughborough College 	Q05 	68%
10004112	Loughborough College 	Q06 	67%
10004112	Loughborough College 	Q07 	53%
10004112	Loughborough College 	Q08 	68%
10004112	Loughborough College 	Q09 	61%
10004112	Loughborough College 	Q10 	73%
10004112	Loughborough College 	Q11 	85%
10004112	Loughborough College 	Q12 	73%
10004112	Loughborough College 	Q13 	75%
10004112	Loughborough College 	Q14 	68%
10004112	Loughborough College 	Q15 	66%
10004112	Loughborough College 	Q16 	64%
10004112	Loughborough College 	Q17 	79%
10004112	Loughborough College 	Q18 	67%
10004112	Loughborough College 	Q19 	77%
10004112	Loughborough College 	Q20 	80%
10004112	Loughborough College 	Q21 	74%
10004112	Loughborough College 	Q22 	77%
10004112	Loughborough College 	Q24 	70%
10004113	Loughborough University 	Q01 	92%
10004113	Loughborough University 	Q02 	82%
10004113	Loughborough University 	Q03 	89%
10004113	Loughborough University 	Q04 	86%
10004113	Loughborough University 	Q05 	81%
10004113	Loughborough University 	Q06 	79%
10004113	Loughborough University 	Q07 	70%
10004113	Loughborough University 	Q08 	68%
10004113	Loughborough University 	Q09 	63%
10004113	Loughborough University 	Q10 	80%
10004113	Loughborough University 	Q11 	89%
10004113	Loughborough University 	Q12 	76%
10004113	Loughborough University 	Q13 	86%
10004113	Loughborough University 	Q14 	87%
10004113	Loughborough University 	Q15 	86%
10004113	Loughborough University 	Q16 	90%
10004113	Loughborough University 	Q17 	89%
10004113	Loughborough University 	Q18 	85%
10004113	Loughborough University 	Q19 	81%
10004113	Loughborough University 	Q20 	83%
10004113	Loughborough University 	Q21 	82%
10004113	Loughborough University 	Q22 	88%
10004113	Loughborough University 	Q24 	88%
10004116	Lowestoft College 	Q01 	96%
10004116	Lowestoft College 	Q02 	92%
10004116	Lowestoft College 	Q03 	94%
10004116	Lowestoft College 	Q04 	96%
10004116	Lowestoft College 	Q05 	83%
10004116	Lowestoft College 	Q06 	88%
10004116	Lowestoft College 	Q07 	83%
10004116	Lowestoft College 	Q08 	85%
10004116	Lowestoft College 	Q09 	94%
10004116	Lowestoft College 	Q10 	81%
10004116	Lowestoft College 	Q11 	90%
10004116	Lowestoft College 	Q12 	81%
10004116	Lowestoft College 	Q13 	79%
10004116	Lowestoft College 	Q14 	75%
10004116	Lowestoft College 	Q15 	77%
10004116	Lowestoft College 	Q16 	83%
10004116	Lowestoft College 	Q17 	85%
10004116	Lowestoft College 	Q18 	76%
10004116	Lowestoft College 	Q19 	92%
10004116	Lowestoft College 	Q20 	92%
10004116	Lowestoft College 	Q21 	92%
10004116	Lowestoft College 	Q22 	83%
10004116	Lowestoft College 	Q24 	45%
10004144	Macclesfield College 	Q01 	84%
10004144	Macclesfield College 	Q02 	78%
10004144	Macclesfield College 	Q03 	86%
10004144	Macclesfield College 	Q04 	80%
10004144	Macclesfield College 	Q05 	76%
10004144	Macclesfield College 	Q06 	84%
10004144	Macclesfield College 	Q07 	69%
10004144	Macclesfield College 	Q08 	78%
10004144	Macclesfield College 	Q09 	72%
10004144	Macclesfield College 	Q10 	78%
10004144	Macclesfield College 	Q11 	85%
10004144	Macclesfield College 	Q12 	73%
10004144	Macclesfield College 	Q13 	78%
10004144	Macclesfield College 	Q14 	69%
10004144	Macclesfield College 	Q15 	64%
10004144	Macclesfield College 	Q16 	68%
10004144	Macclesfield College 	Q17 	79%
10004144	Macclesfield College 	Q18 	70%
10004144	Macclesfield College 	Q19 	82%
10004144	Macclesfield College 	Q20 	81%
10004144	Macclesfield College 	Q21 	81%
10004144	Macclesfield College 	Q22 	76%
10004144	Macclesfield College 	Q24 	56%
10004180	Manchester Metropolitan University 	Q01 	89%
10004180	Manchester Metropolitan University 	Q02 	80%
10004180	Manchester Metropolitan University 	Q03 	86%
10004180	Manchester Metropolitan University 	Q04 	80%
10004180	Manchester Metropolitan University 	Q05 	75%
10004180	Manchester Metropolitan University 	Q06 	77%
10004180	Manchester Metropolitan University 	Q07 	70%
10004180	Manchester Metropolitan University 	Q08 	70%
10004180	Manchester Metropolitan University 	Q09 	65%
10004180	Manchester Metropolitan University 	Q10 	78%
10004180	Manchester Metropolitan University 	Q11 	84%
10004180	Manchester Metropolitan University 	Q12 	75%
10004180	Manchester Metropolitan University 	Q13 	79%
10004180	Manchester Metropolitan University 	Q14 	75%
10004180	Manchester Metropolitan University 	Q15 	72%
10004180	Manchester Metropolitan University 	Q16 	84%
10004180	Manchester Metropolitan University 	Q17 	85%
10004180	Manchester Metropolitan University 	Q18 	78%
10004180	Manchester Metropolitan University 	Q19 	78%
10004180	Manchester Metropolitan University 	Q20 	81%
10004180	Manchester Metropolitan University 	Q21 	79%
10004180	Manchester Metropolitan University 	Q22 	84%
10004180	Manchester Metropolitan University 	Q24 	60%
10004180	Manchester Metropolitan University 	NHS1 	84%
10004180	Manchester Metropolitan University 	NHS2 	91%
10004180	Manchester Metropolitan University 	NHS3 	87%
10004180	Manchester Metropolitan University 	NHS4 	94%
10004180	Manchester Metropolitan University 	NHS5 	92%
10004180	Manchester Metropolitan University 	NHS6 	87%
10004344	Middlesbrough College 	Q01 	92%
10004344	Middlesbrough College 	Q02 	79%
10004344	Middlesbrough College 	Q03 	92%
10004344	Middlesbrough College 	Q04 	82%
10004344	Middlesbrough College 	Q05 	88%
10004344	Middlesbrough College 	Q06 	91%
10004344	Middlesbrough College 	Q07 	72%
10004344	Middlesbrough College 	Q08 	82%
10004344	Middlesbrough College 	Q09 	82%
10004344	Middlesbrough College 	Q10 	93%
10004344	Middlesbrough College 	Q11 	94%
10004344	Middlesbrough College 	Q12 	89%
10004344	Middlesbrough College 	Q13 	81%
10004344	Middlesbrough College 	Q14 	79%
10004344	Middlesbrough College 	Q15 	76%
10004344	Middlesbrough College 	Q16 	87%
10004344	Middlesbrough College 	Q17 	83%
10004344	Middlesbrough College 	Q18 	78%
10004344	Middlesbrough College 	Q19 	88%
10004344	Middlesbrough College 	Q20 	87%
10004344	Middlesbrough College 	Q21 	86%
10004344	Middlesbrough College 	Q22 	88%
10004344	Middlesbrough College 	Q24 	77%
10004351	Middlesex University 	Q01 	87%
10004351	Middlesex University 	Q02 	82%
10004351	Middlesex University 	Q03 	86%
10004351	Middlesex University 	Q04 	82%
10004351	Middlesex University 	Q05 	78%
10004351	Middlesex University 	Q06 	77%
10004351	Middlesex University 	Q07 	70%
10004351	Middlesex University 	Q08 	73%
10004351	Middlesex University 	Q09 	73%
10004351	Middlesex University 	Q10 	78%
10004351	Middlesex University 	Q11 	83%
10004351	Middlesex University 	Q12 	75%
10004351	Middlesex University 	Q13 	76%
10004351	Middlesex University 	Q14 	77%
10004351	Middlesex University 	Q15 	74%
10004351	Middlesex University 	Q16 	83%
10004351	Middlesex University 	Q17 	82%
10004351	Middlesex University 	Q18 	75%
10004351	Middlesex University 	Q19 	82%
10004351	Middlesex University 	Q20 	85%
10004351	Middlesex University 	Q21 	82%
10004351	Middlesex University 	Q22 	82%
10004351	Middlesex University 	Q24 	63%
10004351	Middlesex University 	NHS1 	78%
10004351	Middlesex University 	NHS2 	90%
10004351	Middlesex University 	NHS3 	83%
10004351	Middlesex University 	NHS4 	89%
10004351	Middlesex University 	NHS5 	91%
10004351	Middlesex University 	NHS6 	85%
10004375	Milton Keynes College 	Q01 	91%
10004375	Milton Keynes College 	Q02 	84%
10004375	Milton Keynes College 	Q03 	88%
10004375	Milton Keynes College 	Q04 	82%
10004375	Milton Keynes College 	Q05 	79%
10004375	Milton Keynes College 	Q06 	85%
10004375	Milton Keynes College 	Q07 	77%
10004375	Milton Keynes College 	Q08 	89%
